sex,types,level,birthday,following,fans,view,likes,album,article,video,audio
保密,-1,5.0,04-06,25,337,43432.0,9147.0,177,5,28,0
男,-1,6.0,12-11,74,172,18250.0,40.0,0,0,55,0
保密,-1,5.0,10-19,97,12,4591.0,20.0,0,0,2,0
保密,-1,6.0,01-30,92,1447,272719.0,13934.0,0,0,25,0
女,-1,5.0,10-11,89,46,3095.0,312.0,10,3,5,0
保密,-1,4.0,01-01,7,380,2575.0,196.0,4,0,8,0
保密,-1,6.0,01-01,65,9,4886.0,42.0,1,0,6,0
女,-1,5.0,08-26,69,6,5087.0,51.0,1,0,5,0
保密,-1,5.0,12-31,36,0,161.0,6.0,0,0,1,0
保密,-1,6.0,01-01,201,21,12177.0,33.0,0,0,13,0
保密,-1,6.0,01-01,119,158,24036.0,253.0,10,2,19,0
保密,-1,5.0,01-26,44,1415,1365017.0,4844.0,2,0,76,0
男,-1,5.0,04-25,31,475,54.0,17.0,0,0,1,0
男,-1,4.0,08-17,63,185,300077.0,208.0,0,0,20,0
男,-1,5.0,10-06,49,3,4283.0,1.0,0,0,2,0
女,-1,5.0,02-18,457,795,37022.0,231.0,0,0,6,0
保密,-1,6.0,11-14,128,67,183633.0,166.0,0,0,1,0
保密,-1,5.0,01-01,187,44,1022.0,306.0,11,20,2,0
女,-1,6.0,05-09,572,21,4809.0,33.0,1,1,22,0
保密,-1,5.0,01-01,11,273,94178.0,293.0,0,0,5,0
保密,-1,5.0,01-01,51,2464,521667.0,1839.0,0,0,12,0
男,-1,5.0,06-08,111,9,34.0,2.0,0,0,1,0
保密,-1,6.0,01-01,285,3,58.0,4.0,1,0,2,0
保密,-1,5.0,01-01,77,6,2273.0,2.0,0,0,1,0
保密,-1,5.0,07-01,11,1153,525984.0,1796.0,5,0,141,0
男,-1,5.0,06-03,47,17,2967.0,17.0,0,0,5,0
保密,-1,6.0,01-01,808,15,1682.0,8.0,0,0,4,0
保密,-1,6.0,01-01,153,23417,15511472.0,1269.0,0,0,17,0
男,-1,4.0,01-01,42,0,1141.0,5.0,0,0,1,0
保密,-1,5.0,09-18,1,39,14647.0,91.0,0,0,14,0
男,-1,6.0,01-01,133,73674,18720631.0,18550.0,4,0,76,0
女,-1,5.0,08-29,69,15,2243.0,101.0,1,0,3,0
保密,-1,5.0,12-09,145,12,6779.0,615.0,0,0,10,0
女,-1,5.0,12-29,32,745,415166.0,568.0,16,0,23,0
保密,-1,4.0,11-14,121,7,1452.0,30.0,0,0,9,0
男,-1,5.0,12-26,305,701,170260.0,7622.0,6,0,5,0
男,-1,5.0,07-13,91,7,6540.0,1.0,0,0,0,0
男,-1,6.0,01-01,107,6,2561.0,7.0,0,0,3,0
女,-1,5.0,01-01,42,117,53754.0,585.0,0,0,2,0
保密,-1,6.0,11-08,177,6979,3913802.0,28052.0,23,0,263,0
保密,-1,5.0,01-01,196,26,10922.0,15.0,3,0,9,0
男,-1,5.0,02-18,15,0,11.0,1.0,0,0,0,0
女,-1,6.0,08-21,113,17640,3024492.0,9348.0,85,0,80,0
男,-1,5.0,11-21,85,14,4061.0,9.0,1,0,3,0
男,-1,6.0,03-10,266,106,157583.0,437.0,9,0,54,0
男,-1,5.0,02-05,203,98,2820.0,25.0,2,0,12,0
男,-1,5.0,01-01,49,1308,357335.0,2660.0,0,3,21,0
男,-1,6.0,09-17,50,6,6579.0,59.0,0,0,2,0
保密,-1,5.0,01-01,172,22,3653.0,9.0,0,0,2,0
保密,-1,5.0,05-05,100,33,2339.0,456.0,2,0,1,0
男,-1,5.0,04-19,59,20,58243.0,94.0,5,0,8,0
保密,-1,6.0,01-01,787,31,1723.0,42.0,2,0,5,0
男,-1,5.0,02-04,153,1,425.0,4.0,0,0,2,0
男,-1,5.0,01-01,37,16,787.0,39.0,0,0,1,0
保密,-1,5.0,01-01,470,9,2035.0,7.0,0,0,2,0
保密,-1,5.0,12-09,110,9,603.0,22.0,0,0,1,0
男,-1,5.0,01-07,55,1305,283650.0,931.0,1,0,402,0
男,-1,5.0,12-02,161,31,45561.0,18.0,1,0,5,0
保密,-1,5.0,04-07,78,21,18062.0,9.0,0,0,10,0
保密,-1,6.0,01-01,84,29,15539.0,32.0,0,0,0,0
保密,-1,5.0,01-01,57,44,81017.0,16.0,0,0,13,0
女,-1,5.0,11-04,89,8,14752.0,15.0,0,0,3,0
女,-1,4.0,03-24,39,2,26.0,3.0,0,0,0,0
女,-1,5.0,08-12,172,22,5517.0,104.0,0,0,11,0
保密,-1,5.0,01-01,57,27,44671.0,407.0,0,0,5,0
保密,-1,5.0,03-23,94,6,328.0,26.0,5,0,0,0
男,-1,5.0,02-13,7,290,50847.0,1291.0,0,0,6,0
女,-1,4.0,01-01,43,103,127990.0,217.0,0,0,11,0
保密,-1,6.0,01-01,504,13,1742.0,21.0,0,0,15,0
女,-1,5.0,07-25,180,931,67464.0,419.0,0,0,6,0
男,-1,5.0,01-01,32,13,62994.0,25.0,0,0,2,0
保密,-1,6.0,05-14,724,1516,293075.0,2136.0,2,0,12,0
保密,-1,5.0,02-27,73,264,36321.0,1374.0,48,1,12,0
保密,-1,5.0,11-02,112,3,28.0,1.0,0,0,1,0
男,-1,6.0,01-01,125,2,3396.0,3.0,2,0,3,0
保密,-1,6.0,12-24,122,9,4727.0,115.0,0,0,15,0
保密,-1,6.0,01-01,415,498,240896.0,6568.0,1,0,17,0
保密,-1,5.0,01-01,239,151,149677.0,377.0,4,0,11,0
保密,-1,5.0,01-01,75,30,38203.0,112.0,0,0,6,0
男,-1,6.0,12-09,722,14,483.0,3.0,4,0,0,0
保密,-1,5.0,08-04,591,261,3805.0,1707.0,53,2,21,0
男,-1,5.0,10-21,200,1,35.0,4.0,0,0,1,0
男,-1,5.0,04-06,93,11,27518.0,17.0,0,0,1,0
女,-1,5.0,01-01,155,13,3545.0,40.0,0,0,1,0
男,-1,5.0,07-01,245,3,51.0,2.0,2,0,1,0
保密,-1,6.0,08-15,422,224,10003.0,1183.0,29,1,42,0
保密,-1,5.0,11-11,277,6,291.0,4.0,0,0,4,0
保密,-1,6.0,01-01,216,3,1900.0,3.0,0,0,2,0
男,-1,5.0,01-01,292,18072,711096.0,36194.0,360,2,133,0
女,-1,6.0,01-01,199,967,468212.0,3344.0,4,0,94,0
保密,-1,5.0,01-24,53,10,3078.0,4.0,0,0,3,0
保密,-1,5.0,01-01,115,4,332.0,12.0,0,0,2,0
保密,-1,6.0,07-15,564,169,95984.0,1245.0,0,0,27,0
男,-1,5.0,02-18,215,19,597.0,10.0,0,0,1,0
保密,-1,5.0,01-01,148,5,24.0,1.0,1,0,0,0
保密,-1,5.0,01-01,9,751,383054.0,1443.0,1,0,1,0
女,-1,5.0,10-15,113,88,49293.0,352.0,0,0,13,0
男,-1,6.0,11-16,86,1400,124425.0,580.0,1,0,68,1
女,-1,5.0,01-01,45,5779,62783.0,6048.0,1,0,5,0
男,-1,5.0,04-01,85,8,2792.0,56.0,4,0,16,0
男,-1,6.0,03-21,43,2841,746369.0,9907.0,30,1,155,0
男,-1,5.0,10-24,82,3,595.0,14.0,0,0,6,0
保密,-1,5.0,01-01,18,3,5696.0,3.0,0,0,2,0
保密,-1,5.0,01-01,28,5,11629.0,36.0,0,0,2,0
保密,-1,5.0,01-01,117,2,19149.0,6.0,0,0,1,0
男,-1,5.0,03-30,34,11,22896.0,25.0,0,0,5,0
女,-1,6.0,10-25,36,23715,1437206.0,9301.0,27,0,40,0
保密,-1,5.0,01-01,28,909,25463.0,885.0,1,0,9,0
保密,-1,5.0,12-01,174,3,425.0,2.0,0,0,2,0
保密,-1,6.0,01-01,15,156,33826.0,161.0,0,0,16,0
男,-1,6.0,07-31,287,53,16000.0,55.0,6,0,14,0
保密,-1,5.0,07-17,250,3,4408.0,1.0,0,0,3,0
女,-1,5.0,01-01,34,28,39659.0,370.0,0,0,12,0
保密,-1,6.0,01-01,81,10,19.0,20.0,0,0,0,0
保密,-1,5.0,01-01,187,9,5069.0,9.0,0,0,10,0
男,-1,5.0,10-30,55,14,1741.0,88.0,0,0,13,0
男,-1,5.0,11-06,74,44,33931.0,1201.0,0,0,4,0
男,-1,6.0,07-07,51,54,412.0,92.0,2,2,4,0
男,-1,6.0,11-05,339,7,3336.0,1.0,1,0,1,0
保密,-1,5.0,05-01,39,4,5429.0,47.0,0,0,4,0
男,-1,6.0,12-04,34,861,63391.0,1410.0,0,0,6,1
保密,-1,5.0,04-01,60,23,69950.0,131.0,1,0,4,0
女,-1,5.0,07-26,122,440,152684.0,3965.0,0,0,9,0
保密,-1,5.0,01-05,81,10,7364.0,18.0,0,0,2,0
保密,-1,4.0,02-24,145,4,5633.0,85.0,0,0,1,0
保密,-1,5.0,01-01,31,7,3556.0,176.0,0,0,1,0
男,-1,5.0,05-13,91,34,1522.0,42.0,0,0,5,0
保密,-1,6.0,02-07,216,13,1971.0,26.0,1,0,12,0
保密,-1,5.0,04-26,111,24,3847.0,54.0,0,0,1,0
保密,-1,4.0,01-01,45,3,4551.0,4.0,0,0,1,0
保密,-1,5.0,01-01,65,106,17170.0,1898.0,0,0,2,0
保密,-1,3.0,01-01,166,2,11994.0,56.0,0,0,1,0
保密,-1,5.0,10-17,389,4,392.0,22.0,2,0,12,0
男,-1,5.0,07-12,100,94,1994.0,64.0,1,0,13,0
男,-1,6.0,03-03,353,84,99636.0,14.0,1,0,8,0
保密,-1,5.0,05-04,150,35,3286.0,32.0,0,0,13,0
男,-1,5.0,09-12,86,113,14663.0,13.0,0,0,0,0
保密,-1,5.0,03-27,82,5,4418.0,2.0,0,0,6,0
女,-1,5.0,03-31,38,15,8045.0,35.0,1,0,2,0
男,-1,5.0,01-01,44,13,253.0,1.0,0,0,1,0
保密,-1,5.0,01-01,33,28,65740.0,8.0,0,0,2,0
保密,-1,5.0,01-01,211,188,951252.0,4279.0,7,0,23,0
男,-1,5.0,02-24,270,1,85.0,3.0,0,0,3,0
保密,-1,6.0,11-10,93,20,16725.0,164.0,2,0,12,0
保密,-1,6.0,01-01,63,8477,1253402.0,4825.0,0,0,31,0
保密,-1,5.0,01-01,114,35,22534.0,88.0,0,0,2,0
男,-1,6.0,03-21,135,2338,44568.0,3436.0,12,0,20,6
保密,-1,5.0,01-01,47,5,573.0,1.0,0,0,1,0
男,-1,5.0,01-01,722,36,18.0,174.0,13,3,0,0
男,-1,6.0,12-31,125,67,22323.0,12.0,0,0,4,0
保密,-1,5.0,07-23,53,630,87850.0,3475.0,4,0,10,0
保密,-1,5.0,01-01,468,1391,162914.0,13931.0,67,4,31,0
男,-1,5.0,07-26,79,35,15210.0,82.0,0,0,31,0
男,-1,6.0,03-10,95,158,104600.0,1489.0,8,2,30,0
女,-1,5.0,01-01,156,26,63561.0,391.0,1,2,17,0
保密,-1,5.0,05-24,230,1,5764.0,11.0,0,0,2,0
男,-1,5.0,03-14,238,2306,23885.0,2085.0,21,0,43,0
保密,-1,6.0,01-01,16,63495,3633839.0,234647.0,1,0,6,0
男,-1,5.0,08-30,182,3539,11894.0,128.0,0,0,3,0
保密,-1,5.0,11-22,114,26,66127.0,1474.0,1,0,16,0
保密,-1,5.0,02-20,146,2,478.0,2.0,0,0,4,0
男,-1,6.0,11-12,769,58,2734.0,25.0,1,0,1,0
保密,-1,5.0,01-01,64,1241,181436.0,2260.0,12,0,26,4
男,-1,6.0,07-04,194,5,3284.0,53.0,0,0,2,0
男,-1,6.0,09-13,228,20024,1436667.0,2598.0,2,0,66,0
保密,-1,5.0,03-06,34,8,8189.0,15.0,0,0,2,0
保密,-1,5.0,01-01,45,80,22445.0,83.0,0,0,11,0
保密,-1,5.0,01-01,150,3,1087.0,15.0,0,0,1,0
女,-1,5.0,10-27,166,7,111.0,2.0,0,0,3,0
保密,-1,5.0,01-01,89,111,44950.0,1273.0,0,0,8,0
保密,-1,6.0,08-10,356,83,191302.0,1925.0,1,0,22,0
保密,-1,5.0,07-08,128,20,2880.0,63.0,2,0,15,0
男,-1,6.0,12-07,237,14,137.0,11.0,0,0,0,0
保密,-1,5.0,06-22,110,4,3227.0,11.0,0,1,0,0
保密,-1,5.0,02-28,316,235,52447.0,4640.0,29,0,18,0
保密,-1,5.0,10-15,17,294,1822.0,3.0,0,0,2,0
保密,-1,5.0,01-01,232,25,5626.0,13.0,1,0,11,0
保密,-1,5.0,01-23,36,64,66960.0,268.0,0,0,28,0
男,-1,5.0,01-01,61,15,65555.0,346.0,0,0,1,0
女,-1,5.0,06-21,294,29,14014.0,85.0,2,0,10,0
保密,-1,5.0,02-11,113,3,2692.0,198.0,0,0,1,0
女,-1,5.0,04-01,49,328,102796.0,644.0,0,0,5,0
保密,-1,5.0,09-07,287,44,21691.0,313.0,8,0,39,0
保密,-1,5.0,01-01,239,54,7677.0,13.0,1,0,2,0
男,-1,5.0,06-18,115,17,40405.0,52.0,0,0,4,0
男,-1,6.0,01-01,1,1256,1151453.0,558.0,0,0,16,0
男,-1,5.0,01-25,86,141,108091.0,787.0,0,0,107,0
男,-1,5.0,11-18,238,12,31442.0,16.0,0,0,1,0
男,-1,5.0,12-06,116,10,18.0,4.0,3,0,0,0
保密,-1,6.0,06-05,31,3,17579.0,82.0,0,0,14,0
保密,-1,5.0,05-05,70,881,373012.0,3082.0,0,0,13,0
男,-1,5.0,08-01,40,9,115.0,6.0,1,0,1,0
女,-1,5.0,08-10,392,69,20945.0,360.0,4,1,24,0
男,0,6.0,08-20,114,135164,8289371.0,867087.0,41,0,42,0
男,-1,6.0,06-30,122,10,3010.0,78.0,0,0,4,0
保密,-1,6.0,01-01,126,6,650.0,1.0,0,0,0,0
保密,-1,6.0,02-20,103,8,131.0,10.0,0,0,0,0
女,-1,5.0,09-02,262,133,62267.0,182.0,0,0,3,0
保密,-1,6.0,01-22,85,21071,5174521.0,110316.0,201,1,118,2
男,-1,5.0,01-01,85,11,4801.0,9.0,0,0,1,0
男,-1,6.0,01-01,45,5340,31885851.0,5177.0,0,0,160,0
保密,-1,5.0,10-30,251,150,4728.0,77.0,2,0,29,0
男,-1,5.0,04-15,174,12,4596.0,9.0,0,0,3,0
保密,-1,6.0,01-01,31,82983,1994007.0,200884.0,31,0,6,0
男,-1,4.0,10-02,33,24,78092.0,1033.0,0,0,4,0
女,-1,5.0,10-20,179,168,155408.0,21.0,2,0,73,0
保密,-1,5.0,10-03,107,144,5030.0,4.0,0,0,0,0
保密,-1,6.0,11-18,495,50,43.0,43.0,2,0,0,0
保密,-1,4.0,01-01,69,3,1020.0,3.0,0,0,1,0
保密,-1,5.0,01-01,83,30,1554.0,11.0,0,0,1,0
保密,-1,6.0,01-10,136,4,200.0,3.0,0,0,1,0
男,-1,6.0,01-14,37,0,407.0,7.0,0,0,2,0
保密,-1,6.0,01-01,116,53,115798.0,56.0,0,0,5,0
男,-1,5.0,07-20,167,8,812.0,16.0,0,0,3,0
男,-1,6.0,10-08,252,497,159589.0,717.0,2,0,7,0
保密,-1,5.0,02-05,45,7,13478.0,14.0,0,0,6,0
保密,-1,6.0,07-30,56,8,4572.0,29.0,7,0,11,0
女,-1,5.0,06-23,44,1768,45595.0,1895.0,2,0,25,7
男,-1,5.0,06-09,573,11,1235.0,9.0,0,0,3,0
男,-1,6.0,01-01,354,11,27808.0,78.0,1,0,2,0
保密,-1,5.0,04-16,290,4,50.0,1.0,1,0,1,0
保密,-1,4.0,01-01,19,28,11318.0,19.0,0,0,6,0
保密,-1,5.0,01-01,231,531,264797.0,3265.0,2,0,1231,24
男,-1,6.0,01-01,184,250,15025.0,20.0,0,1,31,0
男,-1,5.0,09-14,32,5,3562.0,1.0,0,0,2,0
保密,-1,5.0,11-09,142,12,2718.0,51.0,0,0,7,0
保密,-1,5.0,01-01,200,23,96868.0,114.0,2,0,10,0
男,-1,5.0,12-07,159,124,239170.0,768.0,1,0,8,0
女,-1,5.0,10-07,57,8,3982.0,13.0,0,0,1,0
保密,-1,6.0,03-01,395,610,171477.0,12722.0,4,0,7,0
女,-1,6.0,08-13,369,1,20918.0,1.0,0,0,0,0
男,-1,6.0,01-01,75,1454,58937.0,622.0,0,0,7,0
保密,-1,6.0,01-01,57,14020,6044297.0,27215.0,117,1,2723,0
女,-1,5.0,12-12,563,7,6131.0,4.0,0,0,2,0
保密,-1,5.0,01-01,5,89,98259.0,256.0,0,0,7,0
保密,-1,5.0,01-01,294,6,143.0,1.0,0,0,2,0
保密,-1,5.0,01-01,132,8,12118.0,195.0,10,0,17,0
保密,-1,6.0,03-23,229,57,67267.0,218.0,20,1,13,0
保密,-1,5.0,10-17,94,1,539.0,5.0,0,0,3,0
保密,-1,5.0,12-06,220,37,3079.0,314.0,14,0,8,0
男,-1,6.0,01-01,107,126,178776.0,4397.0,1,0,6,0
保密,-1,5.0,08-03,168,2,732.0,33.0,0,0,13,0
男,-1,5.0,05-03,76,144,11438.0,25.0,0,0,0,0
保密,-1,5.0,01-01,57,460,124348.0,456.0,0,0,8,0
保密,-1,5.0,01-01,86,3,4819.0,12.0,1,0,7,0
保密,-1,5.0,08-23,3,451,87409.0,345.0,6,0,21,0
保密,-1,5.0,12-15,41,2284,254429.0,10629.0,82,0,74,0
男,-1,6.0,01-01,234,3,384.0,8.0,2,0,4,0
保密,-1,5.0,01-01,212,5,248.0,5.0,0,0,1,0
女,-1,6.0,01-01,146,42,69819.0,57.0,0,0,8,0
男,-1,5.0,03-28,400,3,123.0,1.0,0,0,1,0
男,0,6.0,01-21,35,722353,69851353.0,726419.0,67,0,299,0
保密,-1,4.0,11-21,14,10,817.0,66.0,1,0,7,0
保密,-1,4.0,01-01,21,1,13.0,1.0,0,0,1,0
男,-1,5.0,01-01,59,6,4643.0,10.0,0,0,28,0
保密,-1,6.0,12-01,279,169,49797.0,144.0,1,1,5,0
男,-1,6.0,05-04,985,4,7.0,1.0,0,0,0,0
保密,-1,5.0,01-01,124,75,111570.0,160.0,0,0,3,0
保密,-1,5.0,10-21,53,50,30416.0,99.0,1,2,15,0
男,-1,6.0,11-23,209,18176,1325059.0,5116.0,81,1,43,1
保密,-1,5.0,01-01,46,447,111823.0,1572.0,10,0,408,0
保密,-1,4.0,08-26,59,21,14696.0,9.0,0,0,2,0
女,-1,5.0,08-25,454,65,23284.0,6.0,2,0,0,0
男,-1,5.0,12-26,444,33,1695.0,25.0,3,8,6,0
男,-1,6.0,04-02,373,2531,1022284.0,34395.0,669,13,168,0
男,-1,6.0,07-03,219,16,6475.0,3.0,0,0,1,0
女,-1,5.0,04-30,99,5,13650.0,3.0,0,0,1,0
保密,-1,6.0,01-01,27,19544,1002556.0,44723.0,58,0,40,0
男,-1,4.0,01-01,108,8,20020.0,6.0,0,0,1,0
保密,-1,4.0,01-01,185,34,49354.0,294.0,0,0,4,0
保密,-1,5.0,01-01,45,27,22478.0,285.0,0,0,6,0
女,-1,6.0,12-22,166,291,19744.0,1047.0,0,0,3,0
男,-1,5.0,09-09,135,5,467.0,5.0,0,0,6,0
保密,-1,5.0,01-01,31,0,20.0,1.0,0,0,0,0
男,-1,6.0,05-18,79,5,631.0,1.0,2,0,2,0
保密,-1,5.0,06-27,92,22,1886.0,19.0,0,0,0,0
保密,-1,6.0,11-03,56,63,33532.0,99.0,2,11,21,0
男,-1,6.0,04-24,218,77,15072.0,79.0,1,0,8,0
保密,-1,6.0,01-01,18,10,1132.0,3.0,0,0,0,0
男,-1,5.0,09-14,117,1238,295606.0,1459.0,10,3,138,0
保密,-1,5.0,01-08,379,45,578.0,24.0,1,0,0,0
男,-1,5.0,07-30,46,61,35393.0,78.0,0,0,12,0
女,-1,5.0,10-25,46,335,46564.0,121.0,2,0,12,0
保密,-1,5.0,06-09,128,156,68053.0,214.0,0,0,3,0
保密,-1,5.0,09-23,501,67,69962.0,223.0,0,0,30,0
保密,-1,5.0,09-25,53,152,31308.0,2152.0,4,0,14,0
保密,-1,5.0,01-01,41,66,32435.0,9.0,0,0,1,0
保密,-1,5.0,01-01,104,2,2427.0,4.0,0,0,1,0
保密,-1,6.0,02-15,258,147,11767.0,1.0,0,0,0,0
男,-1,6.0,01-01,344,264,30114.0,486.0,0,0,4,0
女,-1,5.0,10-01,245,619,37244.0,1144.0,6,0,27,1
保密,-1,6.0,01-01,303,52766,2886135.0,182077.0,78,0,46,25
男,-1,6.0,10-20,180,3659,2965170.0,10289.0,20,0,136,0
男,-1,5.0,10-04,46,21,3117.0,3.0,0,0,0,0
女,-1,5.0,09-10,285,3045,208073.0,11199.0,7,0,25,16
男,-1,6.0,01-01,154,9877,6764152.0,45847.0,53,6,278,0
男,-1,5.0,01-01,550,11,4773.0,6.0,0,0,4,0
男,-1,4.0,06-03,69,12,12543.0,3.0,0,0,1,0
女,-1,5.0,03-07,242,386,6154.0,2450.0,68,7,2,0
男,-1,6.0,01-01,126,3865,1647520.0,16400.0,4,0,33,0
保密,-1,5.0,11-17,395,67,17072.0,10.0,0,0,3,0
保密,-1,5.0,01-01,76,2439,30293.0,1417.0,0,0,15,0
保密,-1,5.0,11-17,25,18,6773.0,86.0,0,0,0,0
男,-1,5.0,08-13,75,39,307.0,3.0,0,0,0,0
男,-1,5.0,12-13,7,13,7842.0,2.0,0,0,4,0
男,-1,4.0,05-14,23,185,56241.0,308.0,7,0,24,0
男,-1,5.0,01-01,217,33,75.0,39.0,3,0,1,0
保密,-1,5.0,01-01,62,50,41861.0,22.0,0,0,2,0
男,-1,5.0,01-01,100,5863,124753.0,79.0,0,0,5,0
男,-1,5.0,05-31,53,11,2192.0,12.0,0,0,1,0
保密,-1,5.0,08-29,188,3,3653.0,2.0,0,0,1,0
男,-1,6.0,01-01,189,8,128.0,2.0,4,0,0,0
保密,-1,5.0,10-12,217,7,4341.0,19.0,11,0,7,0
女,-1,5.0,11-07,279,203,16798.0,59.0,2,0,27,0
男,-1,6.0,05-08,75,14455,1421097.0,1251.0,12,3,24,0
男,-1,6.0,10-29,233,5823,1547261.0,10871.0,76,0,126,0
保密,-1,5.0,05-21,21,192,1777.0,18.0,0,0,4,0
男,0,6.0,08-21,110,310745,37999431.0,742891.0,165,3,1686,0
女,-1,6.0,06-05,6,36941,23144110.0,13732.0,2,1,135,0
保密,-1,4.0,01-01,5,137,26899.0,18.0,0,0,8,0
男,-1,5.0,05-01,56,37,5700.0,7.0,1,0,1,0
女,-1,6.0,09-13,112,23,41293.0,59.0,0,0,10,0
保密,-1,6.0,12-21,524,32,168.0,3.0,6,0,1,0
保密,-1,5.0,01-01,16,2,331.0,2.0,0,0,0,0
保密,-1,5.0,01-01,107,50,77938.0,236.0,0,0,3,0
保密,-1,6.0,01-01,280,5725,3579986.0,7711.0,2,0,465,0
保密,-1,6.0,01-01,1,14555,33247620.0,222922.0,0,12,4412,0
保密,-1,6.0,04-07,247,5,43.0,8.0,0,0,1,0
女,-1,5.0,05-17,85,367,4916.0,264.0,4,0,6,0
保密,-1,5.0,01-01,119,40,3365.0,10.0,0,0,4,0
保密,-1,5.0,01-01,141,2,4641.0,1.0,0,0,1,0
女,-1,5.0,05-02,0,8247,584283.0,8073.0,12,0,25,0
保密,-1,4.0,08-17,56,1,205.0,2.0,0,0,1,0
男,-1,5.0,10-15,81,115,27485.0,39.0,1,0,25,0
女,-1,5.0,12-14,8,36113,235439.0,16684.0,96,0,13,0
男,-1,5.0,11-07,72,18,1825.0,57.0,3,1,9,0
保密,-1,5.0,10-01,128,3674,274784.0,365.0,13,0,31,0
保密,-1,5.0,01-01,97,93,203451.0,29.0,1,0,0,0
保密,-1,5.0,01-01,115,0,2320.0,3.0,0,0,1,0
保密,-1,6.0,01-01,196,82,127619.0,10118.0,0,0,7,0
保密,-1,6.0,05-30,413,15,2621.0,18.0,0,0,4,0
保密,-1,5.0,04-19,299,57,6766.0,63.0,1,0,7,0
保密,-1,5.0,01-01,4,95,26244.0,27.0,0,0,12,0
保密,-1,5.0,01-01,172,149,85130.0,145.0,0,0,5,0
保密,-1,6.0,06-09,8,15321,428897.0,15097.0,11,5,75,0
女,-1,6.0,02-08,79,27673,1065252.0,39526.0,45,0,49,9
保密,-1,6.0,01-01,117,14,1003.0,4.0,0,0,2,0
男,-1,3.0,03-03,60,61,8205.0,15.0,0,0,16,1
男,-1,5.0,10-19,37,22,4507.0,35.0,1,0,3,0
保密,-1,5.0,05-21,47,202,34488.0,787.0,0,0,96,0
保密,-1,6.0,06-15,17,7,6376.0,1.0,0,0,0,0
保密,-1,5.0,12-22,319,8,52.0,2.0,4,0,4,0
男,-1,5.0,08-29,42,1345,113638.0,11.0,0,0,1,0
保密,-1,5.0,05-17,59,8,8035.0,6.0,0,0,2,0
保密,-1,5.0,08-05,23,83,261428.0,54.0,0,0,31,0
保密,-1,5.0,01-01,195,19,2434.0,29.0,0,0,6,0
保密,-1,5.0,01-01,69,258,9014.0,50.0,0,0,13,0
保密,-1,5.0,01-17,70,6,5271.0,15.0,0,0,1,0
保密,-1,5.0,10-19,122,13,4529.0,1.0,0,0,2,0
保密,-1,6.0,01-01,27,341,163734.0,2774.0,0,0,1,0
保密,-1,6.0,01-01,207,179,115616.0,106.0,2,0,13,0
男,-1,4.0,09-26,9,481,66557.0,18.0,0,0,0,0
男,-1,6.0,08-06,364,98,1839.0,68.0,1,0,10,0
女,-1,5.0,07-05,327,51,3238.0,161.0,2,0,0,0
保密,-1,5.0,01-01,54,208,41624.0,1628.0,11,0,16,1
保密,-1,6.0,05-11,739,20,9244.0,46.0,2,0,1,0
女,-1,5.0,01-01,129,1936,147909.0,68.0,6,0,3,0
女,-1,5.0,02-20,166,6,2749.0,1.0,0,0,2,0
保密,-1,5.0,05-16,82,158,37805.0,630.0,0,0,11,0
保密,-1,6.0,01-26,320,468,74002.0,1116.0,0,0,119,0
保密,-1,5.0,01-01,74,15,6904.0,12.0,1,0,2,0
男,-1,6.0,03-07,190,18,19918.0,14.0,5,0,0,0
保密,-1,6.0,01-01,60,34,45914.0,3.0,1,0,2,0
保密,-1,6.0,01-01,251,4852,951357.0,2137.0,1,0,115,0
保密,-1,5.0,01-21,93,3,738.0,1.0,0,0,1,0
男,-1,5.0,12-13,166,16,578.0,3.0,0,0,1,0
男,-1,6.0,01-01,17,496,355107.0,9055.0,2,0,19,0
保密,-1,5.0,01-01,63,9,121.0,11.0,1,3,1,0
保密,-1,4.0,01-01,66,1,81.0,1.0,0,0,1,0
男,-1,5.0,01-01,197,6,380.0,2.0,0,0,1,0
男,-1,6.0,12-18,177,104,4059.0,4.0,1,0,3,0
保密,-1,5.0,05-09,210,135,50452.0,84.0,2,0,12,0
保密,-1,5.0,09-04,132,11,2201.0,12.0,0,0,2,0
男,-1,6.0,07-06,26,306,25745.0,444.0,0,0,52,0
男,-1,5.0,01-02,33,46,38544.0,79.0,0,0,10,0
男,-1,5.0,04-09,0,3,26870.0,5.0,0,0,2,0
保密,-1,4.0,01-01,12,5,2036.0,14.0,0,0,1,0
保密,-1,5.0,12-25,1,341,194161.0,659.0,0,0,20,0
男,-1,5.0,07-01,41,3,159.0,4.0,0,0,1,0
男,-1,5.0,04-06,576,433,119480.0,2084.0,2,8,7,0
保密,-1,5.0,01-01,0,2106,1207730.0,11174.0,2,0,151,0
保密,-1,5.0,01-01,69,66,117025.0,1677.0,0,4,44,0
保密,-1,3.0,01-02,5,135,320706.0,5478.0,0,0,9,0
保密,-1,6.0,11-25,383,432,133274.0,374.0,1,0,6,0
保密,-1,5.0,01-01,65,228,54471.0,498.0,0,0,19,0
男,-1,5.0,10-08,129,9,302.0,16.0,0,0,3,0
保密,-1,6.0,01-01,92,0,456.0,1.0,0,0,2,0
男,-1,6.0,08-17,699,22,43338.0,71.0,64,0,6,0
女,-1,5.0,07-06,61,10,1674.0,10.0,0,0,8,0
男,-1,5.0,01-01,43,3757,1374432.0,4389.0,0,0,333,0
保密,-1,5.0,01-01,0,443,1677146.0,3489.0,0,0,37,0
