sex,types,level,birthday,following,fans,view,likes,album,article,video,audio
男,-1,6.0,09-23,192,9,1711.3333333333333,8.333333333333334,0,0,0,0
保密,-1,2.0,01-01,0,0,14363.8,615.8,0,0,0,0
保密,-1,5.0,01-01,17,0,586.75,14.25,0,0,0,0
保密,-1,5.0,01-01,66,0,569.0,1.0,0,0,0,0
男,-1,5.0,01-27,269,3,409.9998373983422,5.3726845321103305,0,0,0,0
男,-1,5.0,05-18,108,1,346.8,3.4,0,0,0,0
保密,-1,4.0,07-03,65,1,488.0,2.5,1,0,0,0
保密,-1,4.0,01-01,71,0,309.2,1.6,0,0,0,0
男,-1,6.0,06-25,242,0,582.2279253209382,12.05692101919824,0,0,0,0
保密,-1,5.0,06-24,4,1,4761.5,298.0,0,0,0,0
保密,-1,6.0,01-01,40,0,1014.6666666666666,6.333333333333333,0,0,0,0
男,-1,5.0,01-01,9,1,3383.0,10.8,0,0,0,0
男,-1,4.0,01-01,18,0,901.6666666666666,8.333333333333334,0,0,0,0
保密,-1,5.0,05-20,201,0,1404.2804166867593,24.96412082036619,0,0,0,0
女,-1,6.0,12-22,117,0,566.5,1.5,0,0,0,0
保密,-1,5.0,01-01,254,3,2041.5,17.5,0,0,0,0
女,-1,4.0,10-05,17,1,5409.5,19.0,0,0,0,0
保密,-1,5.0,01-01,48,5,1972.0,17.333333333333332,0,0,0,0
保密,-1,5.0,02-25,71,1,52.0,1.0,0,0,0,0
保密,-1,5.0,04-18,10,1,8439.333333333334,5.0,0,0,0,0
男,-1,5.0,04-28,68,4,170.66666666666666,6.0,0,0,0,0
女,-1,4.0,12-29,0,0,14363.8,615.8,0,0,0,0
保密,-1,5.0,01-01,89,7,103.0,3.0,0,0,0,0
男,-1,5.0,12-03,189,0,3200.302416331038,12.385902578883925,0,0,0,0
保密,-1,5.0,05-10,122,4,1902.0,3.0,0,0,0,0
女,-1,5.0,12-26,64,7,9630.0,97.0,0,0,0,0
保密,-1,5.0,01-01,37,4,4038.2,15.4,0,0,0,0
保密,-1,4.0,01-01,70,1,678.75,49.75,0,0,0,0
保密,-1,5.0,01-01,11,0,568.0,7.8,0,0,0,0
保密,-1,5.0,02-28,60,2,1181.8,4.6,0,0,0,0
男,-1,6.0,01-16,42,1,2633.3333333333335,6.0,0,0,0,0
保密,-1,5.0,01-01,110,2,343.25,9.5,1,0,0,0
男,-1,5.0,03-22,586,3,2628.659736078892,7.345665127997236,0,0,0,0
保密,-1,5.0,01-01,98,1,493.6666666666667,5.0,0,0,0,0
保密,-1,4.0,01-01,2,0,20834.4,14.6,0,0,0,0
保密,-1,5.0,12-01,282,17,3482.811181204812,15.140818216537713,0,0,0,0
男,-1,6.0,01-21,4,0,1179.0,1.0,0,0,0,0
保密,-1,5.0,01-01,1,0,6588.0,2.3333333333333335,0,0,0,0
保密,-1,5.0,01-01,166,4,2837.6666666666665,1.0,0,0,0,0
保密,-1,5.0,05-05,9,0,731.6666666666666,3.6666666666666665,0,0,0,0
男,-1,5.0,08-08,46,1,493.2,2.6,0,0,0,0
保密,-1,5.0,01-01,38,3,1947.3333333333333,3.6666666666666665,0,0,0,0
男,-1,3.0,01-01,25,0,141.5,1.0,0,0,0,0
保密,-1,6.0,10-14,285,2,59.0,2.0,0,0,0,0
保密,-1,5.0,03-16,83,10,977.5,13.5,0,0,0,0
保密,-1,5.0,12-14,273,9,4373.304584776392,85.65450387412909,1,0,0,0
保密,-1,5.0,07-06,136,0,4079.0058093456846,2.9120025141497465,1,0,0,0
男,-1,6.0,04-02,629,2,935.8512888817999,3.0409362174260637,0,0,0,0
男,-1,5.0,08-18,280,0,2875.023252044177,6.005047666437664,0,0,0,0
保密,-1,5.0,01-01,63,3,838.0,12.0,0,0,0,0
保密,-1,5.0,01-01,37,0,905.0,17.5,0,0,0,0
保密,-1,6.0,01-01,64,0,1179.0,3.0,1,0,0,0
保密,-1,5.0,01-01,81,0,378.2319648019035,9.077321600634516,0,0,0,0
女,-1,6.0,01-10,50,2,1185.0,1.0,0,0,0,0
保密,-1,5.0,01-01,360,0,798.6640458634123,8.112441565702666,0,0,0,0
女,-1,4.0,01-01,587,0,3632.081775426448,2.2195899593656465,0,0,0,0
保密,-1,5.0,05-28,360,2,613.4824781488802,5.06181340792561,0,0,0,0
男,-1,6.0,10-18,278,1,2453.160366051092,4.729670318266371,2,0,0,0
女,-1,5.0,03-23,73,0,2433.0,2.6666666666666665,0,0,0,0
保密,-1,3.0,01-01,18,1,11285.0,9.8,0,0,0,0
男,-1,4.0,05-02,4,0,1179.0,1.0,0,0,0,0
保密,-1,4.0,01-01,50,0,852.5,1.0,0,0,0,0
男,-1,5.0,07-03,315,6,4748.4978835980655,8.38187804621044,0,0,0,0
男,-1,5.0,11-07,28,1,3338.0,3.75,0,0,0,0
女,-1,5.0,01-01,35,5,13076.5,48.5,0,0,0,0
保密,-1,5.0,02-01,318,3,197.52922119959902,10.998227503417445,0,0,0,0
保密,-1,3.0,01-01,14,0,794.6666666666666,23.666666666666668,0,0,0,0
保密,-1,5.0,06-12,36,0,473.0,23.0,0,0,0,0
保密,-1,5.0,01-01,43,0,3198.0,2.0,0,0,0,0
男,-1,5.0,01-18,20,0,2002.3333333333333,7.333333333333333,0,0,0,0
保密,-1,4.0,08-21,11,2,3998.6,8.4,0,0,0,0
男,-1,5.0,01-01,31,0,689.0,6.666666666666667,0,0,0,0
女,-1,6.0,08-14,77,2,715.5,11.5,0,0,0,0
保密,-1,5.0,01-01,177,0,4107.3831142219005,30.748273349535456,0,0,0,0
保密,-1,5.0,01-01,74,3,3838.3333333333335,65.33333333333333,0,0,0,0
保密,-1,5.0,01-01,67,1,864.5,3.75,0,0,0,0
保密,-1,5.0,01-01,22,0,967.0,3.2,0,0,0,0
保密,-1,5.0,01-01,0,0,14363.8,615.8,0,0,0,0
男,-1,4.0,04-04,97,1,584.2,3.6,0,0,0,0
保密,-1,6.0,11-11,11,1,1679.8,9.4,0,0,0,0
保密,-1,5.0,01-01,33,2,900.0,1.0,0,0,0,0
保密,-1,6.0,01-01,72,3,412.0,10.5,0,0,0,0
保密,-1,5.0,01-01,85,1,30.0,2.0,0,0,0,0
保密,-1,5.0,06-14,136,1,15727.0,3.0,2,0,0,0
男,-1,5.0,06-11,196,1,3194.0,3.0,0,0,0,0
保密,-1,5.0,01-01,19,1,2528.8,25.8,0,0,0,0
保密,-1,5.0,12-04,25,1,1481.4,12.8,0,0,0,0
保密,-1,5.0,09-13,84,0,60.0,4.0,0,0,0,0
保密,-1,5.0,01-01,28,0,815.6666666666666,16.0,0,0,0,0
男,-1,5.0,01-01,146,1,593.0,2.0,1,0,0,0
男,-1,5.0,01-01,21,2,1478.6,3.0,0,0,0,0
保密,-1,6.0,01-01,152,2,4827.5,14.5,0,0,0,0
保密,-1,5.0,01-01,149,0,27.0,23.0,0,0,0,0
保密,-1,6.0,03-15,9,2,1935.0,7.666666666666667,0,0,0,0
保密,-1,6.0,02-22,9,0,731.6666666666666,3.6666666666666665,0,0,0,0
保密,-1,5.0,01-01,103,1,329.0,1.0,0,0,0,0
保密,-1,5.0,01-01,15,1,826.0,1.8,0,0,0,0
保密,-1,5.0,01-01,491,2,686.1401221463026,11.313774502218312,0,0,0,0
保密,-1,5.0,01-01,248,1,2993.8206624785007,11.766961083177588,0,0,0,0
保密,-1,5.0,01-01,116,0,1452.4,6.8,0,0,0,0
保密,-1,5.0,03-05,14,0,794.6666666666666,23.666666666666668,0,0,0,0
男,-1,5.0,05-17,214,3,704.0,9.0,0,0,0,0
保密,-1,6.0,01-01,211,2,138.92120954093144,1.9769376309322393,0,0,0,0
女,-1,5.0,01-01,324,1,114.4170735503514,7.2697161577739084,0,0,0,0
保密,-1,6.0,01-01,151,4,2196.1739029306473,6.502211048223348,0,0,0,0
保密,-1,4.0,01-01,32,0,551.0,3.8,0,0,0,0
保密,-1,5.0,04-30,434,2,1451.0579641263864,4.264530017012608,1,0,0,0
保密,-1,6.0,01-01,37,1,24320.0,2.0,0,0,0,0
保密,-1,5.0,01-01,18,0,901.6666666666666,8.333333333333334,0,0,0,0
男,-1,5.0,01-01,207,2,735.8646050675849,3.4053618488639237,0,0,0,0
男,-1,6.0,06-15,33,2,900.0,1.0,0,0,0,0
保密,-1,6.0,04-01,915,12,4286.550649557397,17.587922006901188,0,0,0,0
保密,-1,5.0,01-01,68,0,90.20619093502536,2.7875552762055835,1,0,0,0
保密,-1,5.0,03-11,273,3,361.4428999329069,6.016611713785802,0,0,0,0
保密,-1,4.0,01-01,6,0,2375.25,34.0,0,0,0,0
男,-1,6.0,02-29,324,0,119.29367260487335,7.494445014427581,0,0,0,0
保密,-1,5.0,09-02,11,0,568.0,7.8,0,0,0,0
女,-1,5.0,10-04,85,0,52.0,3.0,0,0,0,0
保密,-1,4.0,01-01,7,0,318.6666666666667,4.0,0,0,0,0
保密,-1,5.0,01-01,66,0,569.0,1.0,0,0,0,0
保密,-1,6.0,04-19,399,1,748.4166626411591,5.784455354403463,0,0,0,0
男,-1,6.0,06-28,80,4,828.0,3.0,0,0,0,0
男,-1,5.0,01-01,48,3,46.0,1.0,0,0,0,0
保密,-1,3.0,10-15,31,1,6110.5,13.5,0,0,0,0
保密,-1,5.0,09-23,29,5,356.5,1.0,0,0,0,0
男,-1,5.0,11-27,268,3,457.89613730040264,5.535533905932737,0,0,0,0
男,-1,6.0,04-27,238,10,107.0,7.0,0,0,0,0
男,-1,3.0,04-02,16,0,639.8,4.6,0,0,0,0
保密,-1,5.0,01-01,464,4,854.7492493203771,3.2145050582487187,1,0,0,0
保密,-1,5.0,01-01,102,3,6649.2,54.2,0,0,0,0
女,-1,5.0,02-06,140,1,1037.0,11.0,0,0,0,0
保密,-1,5.0,12-10,11,0,568.0,7.8,0,0,0,0
保密,-1,5.0,11-25,491,0,455.74623757291164,6.638284336624139,0,0,0,0
保密,-1,5.0,10-02,6,0,2375.25,34.0,0,0,0,0
男,-1,5.0,04-06,55,0,3917.5,16.5,0,0,0,0
保密,-1,6.0,01-01,249,23,3870.5517123198815,32.99885343384693,0,0,0,0
保密,-1,2.0,09-07,7,1,180.66666666666666,16.333333333333332,0,0,0,0
女,-1,3.0,03-07,8,0,1124.5,2.0,0,0,0,0
保密,-1,5.0,06-21,95,3,3657.5,3.0,0,0,0,0
男,-1,5.0,04-10,48,0,2061.0,2.0,0,0,0,0
保密,-1,5.0,01-01,153,1,5589.5,4.0,0,0,0,0
保密,-1,5.0,09-18,55,0,3917.5,16.5,0,0,0,0
男,-1,5.0,10-15,42,0,934.0,3.3333333333333335,0,0,0,0
保密,-1,5.0,01-01,90,0,1386.0253517581843,3.336891961738579,0,0,0,0
女,-1,3.0,08-20,26,0,185.0,1.0,0,0,0,0
保密,-1,5.0,01-01,252,0,2667.416345659799,7.997629909122625,0,0,0,0
保密,-1,6.0,08-15,171,10,2051.0,6.0,0,0,0,0
男,-1,5.0,08-19,6,0,2375.25,34.0,0,0,0,0
保密,-1,4.0,01-01,51,0,7861.5,1.5,0,0,0,0
保密,-1,4.0,03-19,19,0,12122.2,14.2,0,0,0,0
保密,-1,5.0,04-24,6,0,2375.25,34.0,0,0,0,0
保密,-1,5.0,12-15,55,0,3917.5,16.5,1,0,0,0
女,-1,5.0,01-01,116,3,896.5,33.0,0,0,0,0
保密,-1,4.0,01-01,63,2,2352.0,4.0,0,0,0,0
男,-1,5.0,01-01,13,3,9632.333333333334,42.0,0,0,0,0
女,-1,5.0,01-01,0,0,14363.8,615.8,0,0,0,0
女,-1,5.0,06-06,53,1,29.0,4.0,0,0,0,0
保密,-1,3.0,01-01,7,3,359.0,9.0,0,0,0,0
男,-1,5.0,11-23,176,0,4240.600785073478,30.564741146452892,0,0,0,0
男,-1,5.0,01-01,63,1,1468.6,3.6,0,0,0,0
保密,-1,5.0,01-01,36,31,9622.89786386867,72.52359440425228,0,0,0,0
男,-1,6.0,07-15,401,1,1505.9973474029887,15.28070130310441,1,0,0,0
保密,-1,6.0,01-01,8,0,1124.5,2.0,0,0,0,0
保密,-1,5.0,05-31,19,0,12122.2,14.2,0,0,0,0
保密,-1,6.0,01-01,112,0,369.6830725594542,4.040871848540606,0,0,0,0
男,-1,5.0,09-27,68,1,15.0,1.0,0,0,0,0
保密,-1,5.0,11-29,220,1,2326.7451299290246,7.8456710674492935,0,0,0,0
保密,-1,5.0,01-01,23,1,873.8,4.0,0,0,0,0
保密,-1,5.0,01-01,46,0,332.5,3.0,0,0,0,0
保密,-1,5.0,01-01,63,0,3816.0,4.0,0,0,0,0
男,-1,6.0,01-01,497,0,3969.5403582798544,5.41477377945483,1,0,0,0
女,-1,5.0,04-14,333,1,315.25504967087153,4.712301850356012,0,0,0,0
保密,-1,5.0,01-01,153,3,707.0498661337383,4.184699031259064,0,0,0,0
保密,-1,5.0,01-01,14,3,1773.5,5.0,0,0,0,0
保密,-1,4.0,06-06,18,0,901.6666666666666,8.333333333333334,0,0,0,0
保密,-1,5.0,08-29,127,0,281.0,55.5,0,0,0,0
保密,-1,5.0,01-01,200,4,7399.108422589051,16.873817987261102,0,0,0,0
保密,-1,5.0,11-11,12,3,1794.3333333333333,9.666666666666666,1,0,0,0
保密,-1,5.0,01-01,102,0,114.5,2.0,0,0,0,0
保密,-1,5.0,02-20,5,0,2609.0,5.5,0,0,0,0
男,-1,6.0,05-31,112,1,107.5,2.0,0,0,0,0
保密,-1,5.0,04-20,17,2,1993.0,5.666666666666667,0,0,0,0
保密,-1,6.0,01-31,927,25,14239.329955905932,28.71192894991462,0,0,0,0
保密,-1,5.0,01-01,83,0,142.0,4.0,0,0,0,0
女,-1,5.0,08-10,32,2,356.0,13.0,0,0,0,0
男,-1,5.0,01-01,10,0,1660.5,77.75,0,0,0,0
保密,-1,5.0,09-26,15,4,523.0,1.0,0,0,0,0
保密,-1,6.0,01-01,52,2,367.0,21.0,0,0,0,0
男,-1,5.0,10-18,193,1,2123.5,1.0,0,0,0,0
保密,-1,5.0,01-01,20,2,10150.5,61.5,0,0,0,0
保密,-1,4.0,01-01,6,0,2375.25,34.0,0,0,0,0
保密,-1,3.0,01-01,82,0,96.0,4.0,0,0,0,0
保密,-1,6.0,01-23,354,0,3225.054968385574,13.01036096589199,0,0,0,0
保密,-1,5.0,02-24,286,4,432.9621412232181,6.753550181171066,0,0,0,0
保密,-1,5.0,04-08,157,0,1279.6920268842696,6.1355434365855706,0,0,0,0
保密,-1,6.0,12-20,56,4,11400.333333333334,19.0,0,0,0,0
保密,-1,5.0,01-01,145,1,3233.94343836486,4.272077938642146,0,0,0,0
保密,-1,5.0,11-18,57,0,6232.333333333333,3.3333333333333335,0,0,0,0
保密,-1,5.0,03-23,211,1,139.101164685959,1.923495156295323,0,0,0,0
保密,-1,6.0,05-12,190,3,252.0,1.0,0,0,0,0
保密,-1,5.0,01-29,3,1,1793.0,6.25,0,0,0,0
保密,-1,5.0,10-28,1162,3,25416.50003311435,16.624627269144007,0,0,0,0
保密,-1,2.0,01-01,0,1,483.0,1.5,0,0,0,0
保密,-1,5.0,01-01,65,0,579.6007542449239,2.0622236189720815,0,0,0,0
保密,-1,5.0,01-01,26,9,579.0,5.0,0,0,0,0
保密,-1,3.0,07-03,11,0,568.0,7.8,0,0,0,0
女,-1,6.0,11-23,169,3,702.4828211444795,14.1351231231599,1,0,0,0
女,-1,5.0,09-03,217,2,22.0,1.0,0,0,0,0
保密,-1,4.0,05-25,2,1,1305.5,3.5,0,0,0,0
保密,-1,5.0,01-01,65,0,579.6007542449239,2.0622236189720815,0,0,0,0
保密,-1,5.0,01-01,432,0,1691.7929257581611,16.020474893751604,0,0,0,0
保密,-1,5.0,06-01,216,4,12850.0,30.4,0,0,0,0
保密,-1,5.0,02-11,24,2,31.0,13.0,0,0,0,0
保密,-1,5.0,01-01,86,5,711.5,1.5,0,0,0,0
男,-1,6.0,01-11,214,0,407.7903200096924,5.8362710760233565,1,0,0,0
男,-1,5.0,11-17,71,2,8013.333333333333,2.3333333333333335,0,0,0,0
保密,-1,6.0,01-01,289,1,537.8132543881111,6.806979017257756,0,0,0,0
保密,-1,5.0,01-01,176,6,2809.929798739912,28.52610288050672,1,0,0,0
保密,-1,4.0,01-01,37,0,905.0,17.5,0,0,0,0
保密,-1,5.0,01-01,186,3,167.37258300203047,4.504223081060318,0,0,0,0
男,-1,6.0,01-01,326,3,1335.5974986731821,4.850431037549837,0,0,0,0
保密,-1,5.0,01-01,65,0,579.6007542449239,2.0622236189720815,0,0,0,0
男,-1,6.0,01-29,18,0,901.6666666666666,8.333333333333334,0,0,0,0
男,-1,6.0,01-01,199,381,386278.9812866407,1372.6079255023121,0,0,0,0
保密,-1,5.0,01-01,17,0,586.75,14.25,0,0,0,0
保密,-1,4.0,01-01,72,1,1589.5,2.5,0,0,0,0
保密,-1,5.0,04-21,24,1,1665.5,1.0,0,0,0,0
男,-1,5.0,06-30,95,0,1424.2,1.6,2,0,0,0
男,-1,5.0,02-14,402,1,1796.2723553410847,21.113271760331784,0,0,0,0
保密,-1,5.0,01-01,153,7,2073.987725377149,36.42169135847985,0,0,0,0
保密,-1,5.0,05-08,96,1,804.0,1.0,0,0,0,0
男,-1,5.0,06-12,70,2,637.5,9.0,0,0,0,0
男,-1,6.0,06-03,172,4,5032.75,12.25,0,0,0,0
保密,-1,5.0,01-01,34,1,1460.3333333333333,6.333333333333333,0,0,0,0
保密,-1,4.0,01-01,46,1,493.2,2.6,0,0,0,0
保密,-1,6.0,01-01,155,2,399.0,11.0,0,0,0,0
男,-1,5.0,01-01,67,4,1722.0,2.0,0,0,0,0
女,-1,5.0,09-23,144,2,3832.6651713959,3.8700576850888067,1,0,0,0
保密,-1,6.0,12-28,214,2,66.0,3.0,0,0,0,0
男,-1,4.0,01-01,52,39,3371.0,58.0,0,0,0,0
女,-1,5.0,01-22,7,0,318.6666666666667,4.0,0,0,0,0
保密,-1,5.0,10-12,81,6,311.5,29.5,0,0,0,0
男,-1,5.0,11-03,88,2,1358.2403868861031,6.615982400951774,0,0,0,0
保密,-1,5.0,01-01,108,1,346.8,3.4,0,0,0,0
保密,-1,5.0,07-15,94,5,1677.0,8.0,0,0,0,0
男,-1,6.0,04-03,101,1,111.2,2.2,0,0,0,0
保密,-1,5.0,02-17,75,3,579.0,4.5,0,0,0,0
女,-1,5.0,08-12,41,16,2464.5,239.5,0,0,0,0
保密,-1,3.0,01-01,3,0,546.6666666666666,3.0,0,0,0,0
保密,-1,5.0,01-01,162,0,1061.6434118593636,7.471269332934862,0,0,0,0
保密,-1,5.0,01-01,37,0,905.0,17.5,0,0,0,0
保密,-1,6.0,01-01,351,2,3364.3168204843355,3.904814790399719,1,0,0,0
男,-1,5.0,04-04,45,5,3027.0,3.0,0,0,0,0
男,-1,5.0,03-09,150,1,492.5344135470163,10.921789513198117,0,0,0,0
男,-1,6.0,10-28,63,0,3816.0,4.0,0,0,0,0
男,-1,5.0,11-21,235,0,758.4440131245741,4.904584551821317,0,0,0,0
保密,-1,4.0,01-01,17,0,586.75,14.25,0,0,0,0
保密,-1,5.0,01-01,34,0,1542.5,1.5,0,0,0,0
保密,-1,5.0,01-01,49,1,1248.8,8.8,1,0,0,0
保密,-1,6.0,01-01,82,0,96.0,4.0,0,0,0,0
男,-1,6.0,08-20,61,3,196.0,21.0,1,0,0,0
保密,-1,5.0,03-20,55,0,3917.5,16.5,0,0,0,0
保密,-1,5.0,10-04,64,1,1763.4,2.2,0,0,0,0
保密,-1,4.0,03-26,7,1,180.66666666666666,16.333333333333332,0,0,0,0
保密,-1,5.0,01-01,162,1,581.0,1.0,0,0,0,0
男,-1,5.0,01-05,26,1,59.0,3.0,0,0,0,0
保密,-1,5.0,12-20,48,6,2512.6666666666665,6.666666666666667,0,0,0,0
保密,-1,5.0,01-01,1591,10,13628.338536214587,68.55780599852667,0,0,0,0
女,-1,5.0,04-13,149,6,1732.4,15.0,0,0,0,0
保密,-1,5.0,01-01,56,3,685.6666666666666,5.333333333333333,0,0,0,0
保密,-1,4.0,01-01,9,1,3383.0,10.8,0,0,0,0
保密,-1,5.0,01-01,23,1,873.8,4.0,0,0,0,0
保密,-1,5.0,01-01,50,0,852.5,1.0,0,0,0,0
保密,-1,5.0,01-01,39,0,172.0,1.0,0,0,0,0
男,-1,3.0,11-11,16,0,639.8,4.6,0,0,0,0
男,-1,5.0,03-27,2,0,20834.4,14.6,0,0,0,0
保密,-1,5.0,01-01,250,0,7055.243222652165,16.325200685156172,0,0,0,0
保密,-1,4.0,01-01,286,1,247.18938947790173,4.00101153906968,0,0,0,0
男,-1,3.0,01-01,3,0,546.6666666666666,3.0,0,0,0,0
男,-1,6.0,01-01,19,0,12122.2,14.2,0,0,0,0
男,-1,4.0,10-27,111,0,991.5754494002391,5.740115370177612,0,0,0,0
男,-1,5.0,03-12,233,0,170.0,3.0,0,0,0,0
女,-1,5.0,01-01,60,1,82.0,2.0,0,0,0,0
保密,-1,5.0,01-01,159,12,760.5,19.5,0,0,0,0
男,-1,6.0,01-29,196,3,386.0,6.0,1,0,0,0
女,-1,5.0,03-13,430,2,2735.6154351851496,21.915027063608647,0,0,0,0
保密,-1,5.0,04-01,0,0,14363.8,615.8,0,0,0,0
保密,-1,5.0,01-01,19,2,13525.0,14.0,0,0,0,0
保密,-1,5.0,08-27,109,0,336.5,1.5,0,0,0,0
保密,-1,5.0,01-01,268,1,201.89909589323298,3.3352049888138233,0,0,0,0
保密,-1,6.0,06-01,886,2,1944.9455761091233,19.315651372423343,1,0,0,0
女,-1,6.0,05-05,14,4,3001.0,2.0,0,0,0,0
保密,-1,4.0,01-01,13,1,1287.0,1.0,0,0,0,0
保密,-1,5.0,06-07,189,0,3200.302416331038,12.385902578883925,0,0,0,0
保密,-1,5.0,01-01,25,2,3137.0,15.0,0,0,0,0
男,-1,5.0,12-08,57,0,6232.333333333333,3.3333333333333335,0,0,0,0
保密,-1,5.0,05-22,137,2,1269.4248894475886,7.450663314467004,0,0,0,0
保密,-1,5.0,06-21,73,1,310.5,1.5,0,0,0,0
保密,-1,5.0,09-05,324,0,119.29367260487335,7.494445014427581,0,0,0,0
男,-1,5.0,09-03,60,2,1181.8,4.6,0,0,0,0
男,-1,5.0,02-16,239,0,467.25655968592815,9.832217067822551,3,0,0,0
男,-1,5.0,02-19,212,0,113.6914451941414,2.7858499294066483,0,0,0,0
保密,-1,5.0,01-01,45,1,263.8,12.2,0,0,0,0
保密,-1,5.0,10-21,10,0,1660.5,77.75,0,0,0,0
男,-1,5.0,01-01,35,1,260.0,8.0,0,0,0,0
保密,-1,5.0,09-09,280,2,3135.0,1.0,0,0,0,0
女,-1,5.0,01-01,121,5,3436.8,25.0,0,0,0,0
保密,-1,5.0,03-13,192,1,499.0,7.0,0,0,0,0
男,-1,5.0,08-08,209,1,121.21057627386061,1.1039794872697188,0,0,0,0
保密,-1,5.0,03-11,92,10,9006.071785686861,36.49336685532995,0,0,0,0
保密,-1,5.0,07-22,305,1,796.9945660349251,6.117772892595557,0,0,0,0
保密,-1,5.0,09-06,543,0,1253.3425067938463,3.598348950039494,0,0,0,0
保密,-1,4.0,01-01,32,0,551.0,3.8,0,0,0,0
男,-1,4.0,01-01,58,0,328.5,9.5,0,0,0,0
保密,-1,5.0,11-28,20,1,926.0,4.666666666666667,0,0,0,0
男,-1,5.0,07-18,11,0,568.0,7.8,0,0,0,0
女,-1,4.0,10-29,112,0,369.6830725594542,4.040871848540606,0,0,0,0
保密,-1,5.0,01-24,110,7,233.5,3.0,0,0,0,0
女,-1,5.0,05-29,193,2,1938.5,29.5,0,0,0,0
男,-1,6.0,07-27,123,13,2462.8571428571427,11.714285714285714,0,0,0,0
保密,-1,6.0,05-16,244,0,694.98685583481,16.666292810077174,0,0,0,0
保密,-1,5.0,01-01,45,0,404.6,3.0,0,0,0,0
保密,-1,5.0,01-01,309,0,1262.9190008776184,2.683544226009708,0,0,0,0
保密,-1,5.0,01-01,56,1,494.8,4.2,0,0,0,0
保密,-1,5.0,01-01,15,0,1131.4,28.6,1,0,0,0
保密,-1,5.0,01-01,107,0,503.0,5.4,1,0,0,0
保密,-1,3.0,01-01,12,1,2343.25,1.75,0,0,0,0
女,-1,5.0,01-01,51,1,4816.0,1.5,0,0,0,0
保密,-1,5.0,01-01,37,0,905.0,17.5,0,0,0,0
男,-1,5.0,08-17,312,1,1148.1768816322501,4.590191544005345,1,0,0,0
保密,-1,4.0,01-01,12,0,6179.75,4.5,0,0,0,0
保密,-1,5.0,02-16,70,2,637.5,9.0,0,0,0,0
保密,-1,5.0,01-01,184,6,5050.636238856473,17.673783923477156,0,0,0,0
男,-1,5.0,08-03,1459,2,4978.138358440845,31.67815989722343,1,0,0,0
保密,-1,4.0,01-01,1,2,14573.8,15.8,0,0,0,0
女,-1,5.0,01-17,199,38,46631.729213928,1043.5882561236062,0,0,0,0
保密,-1,4.0,01-01,9,0,731.6666666666666,3.6666666666666665,2,0,0,0
保密,-1,5.0,01-01,33,0,75.0,3.0,0,0,0,0
保密,-1,4.0,01-01,100,0,345.0,6.0,0,0,0,0
保密,-1,5.0,01-01,7,11,3427.0,52.0,0,0,0,0
保密,-1,5.0,04-30,62,3,7895.0,2.0,0,0,0,0
保密,-1,5.0,01-01,214,5,3700.554477971904,4.597979746446661,0,0,0,0
保密,-1,5.0,01-01,171,0,320.3267749318611,3.2926164245604204,0,0,0,0
男,-1,5.0,03-29,36,5,4191.0,10.333333333333334,0,0,0,0
保密,-1,4.0,01-01,24,0,1128.5,1.75,0,0,0,0
男,-1,5.0,02-16,121,3,26.0,2.0,0,0,0,0
男,-1,5.0,01-24,14,1,3469.0,9.25,0,0,0,0
女,-1,5.0,01-18,87,3,1577.0,8.5,0,0,0,0
保密,-1,5.0,11-20,72,40,2361.3406070176015,47.90401422998345,0,0,0,0
保密,-1,4.0,12-30,69,3,1113.6666666666667,4.666666666666667,0,0,0,0
保密,-1,5.0,01-01,525,2,2861.2572540363526,5.028743845474751,0,0,0,0
保密,-1,3.0,01-01,7,0,318.6666666666667,4.0,0,0,0,0
男,-1,5.0,01-01,441,6,3928.483964870061,13.593467535714922,0,0,0,0
保密,-1,5.0,10-12,51,3,7379.333333333333,33.0,0,0,0,0
男,-1,5.0,02-18,68,0,90.20619093502536,2.7875552762055835,0,0,0,0
男,-1,5.0,04-16,97,5,6155.5,13.5,0,0,0,0
保密,-1,5.0,02-08,73,7,1309.0,5.0,0,0,0,0
保密,-1,6.0,05-10,89,1,175.0,2.0,0,0,0,0
女,-1,5.0,10-13,121,2,1130.5,7.5,0,0,0,0
保密,-1,5.0,01-01,234,0,607.4762458037001,6.240564711176035,0,0,0,0
保密,-1,5.0,01-01,19,0,12122.2,14.2,0,0,0,0
保密,-1,5.0,04-19,146,7,5432.0,6.2,0,0,0,0
保密,-1,5.0,12-12,97,5,6155.5,13.5,0,0,0,0
保密,-1,4.0,11-07,104,1,564.5,6.0,0,0,0,0
保密,-1,5.0,11-03,39,0,172.0,1.0,0,0,0,0
女,-1,5.0,01-01,193,1,2123.5,1.0,0,0,0,0
男,-1,5.0,06-29,23,2,4703.0,5.5,0,0,0,0
保密,-1,5.0,01-01,68,1,15.0,1.0,0,0,0,0
男,-1,5.0,11-19,3,13,13710.90795627036,63.88180655082488,0,0,0,0
保密,-1,5.0,04-01,16,0,639.8,4.6,0,0,0,0
保密,-1,5.0,08-18,21,0,4761.0,21.4,0,0,0,0
女,-1,5.0,05-02,280,3,3195.8157888347437,7.46239925462579,0,0,0,0
保密,-1,5.0,01-01,99,2,1604.4,11.4,0,0,0,0
保密,-1,4.0,01-01,119,3,4377.841096462247,6.886228647271573,0,0,0,0
女,-1,5.0,12-22,25,4,2092.0,12.8,0,0,0,0
保密,-1,5.0,01-01,60,3,4157.0,6.0,0,0,0,0
